2 1 0 -1 -1 0 -5.59182e-218 -4.38782e-218 -5.59182e-218 -4.38782e-218 0 0 0 0 
1 1 0 -0.98 -0.98 6.28319 6.03858e-233 5.13279e-232 6.03858e-233 5.13279e-232 0.202781 0.315813 0.202781 -0.315813 
1 1 0 -0.97 -0.97 6.28319 -6.86507e-246 8.58133e-246 -6.86507e-246 8.58133e-246 0.204819 0.318987 0.204819 -0.318987 
1 1 0 -0.96 -0.96 6.28319 2.43138e-246 -2.93196e-246 2.43138e-246 -2.93196e-246 0.206878 0.322193 0.206878 -0.322193 
1 1 0 -0.95 -0.95 6.28319 1.36175e-259 -8.12987e-261 1.36175e-259 -8.12987e-261 0.208957 0.325431 0.208957 -0.325431 
1 1 0 -0.94 -0.94 6.28319 -2.79464e-260 1.01623e-261 -2.79464e-260 1.01623e-261 0.211057 0.328702 0.211057 -0.328702 
1 1 0 -0.93 -0.93 6.28319 -1.01091e-273 -9.85636e-274 -1.01091e-273 -9.85636e-274 0.213178 0.332006 0.213178 -0.332006 
1 1 0 -0.92 -0.92 6.28319 1.44416e-274 1.46672e-274 1.44416e-274 1.46672e-274 0.215321 0.335342 0.215321 -0.335342 
1 1 0 -0.91 -0.91 6.28319 -4.10454e-289 1.3545e-287 -4.10454e-289 1.3545e-287 0.217485 0.338712 0.217485 -0.338712 
1 1 0 -0.9 -0.9 6.28319 1.28267e-289 -1.51355e-288 1.28267e-289 -1.51355e-288 0.219671 0.342117 0.219671 -0.342117 
1 1 0 -0.89 -0.89 6.28319 9.62428e-302 -7.87441e-302 9.62428e-302 -7.87441e-302 0.221878 0.345555 0.221878 -0.345555 
1 1 0 -0.88 -0.88 6.28319 -8.93162e-303 6.92657e-303 -8.93162e-303 6.92657e-303 0.224108 0.349028 0.224108 -0.349028 
1 1 0 -0.87 -0.87 6.28319 -1.11902e-315 -1.86504e-316 -1.11902e-315 -1.86504e-316 0.22636 0.352536 0.22636 -0.352536 
1 1 0 -0.86 -0.86 6.28319 8.41856e-317 1.5542e-317 8.41856e-317 1.5542e-317 0.228635 0.356079 0.228635 -0.356079 
1 1 0 -0.85 -0.85 6.28319 0 0 0 0 0.230933 0.359657 0.230933 -0.359657 
1 1 0 -0.84 -0.84 6.28319 0 0 0 0 0.233254 0.363272 0.233254 -0.363272 
1 1 0 -0.83 -0.83 6.28319 0 0 0 0 0.235598 0.366923 0.235598 -0.366923 
1 1 0 -0.82 -0.82 6.28319 0 0 0 0 0.237966 0.37061 0.237966 -0.37061 
1 1 0 -0.81 -0.81 6.28319 0 0 0 0 0.240358 0.374335 0.240358 -0.374335 
1 1 0 -0.8 -0.8 6.28319 0 0 0 0 0.242773 0.378097 0.242773 -0.378097 
1 1 0 -0.79 -0.79 6.28319 0 0 0 0 0.245213 0.381897 0.245213 -0.381897 
1 1 0 -0.78 -0.78 6.28319 0 0 0 0 0.247678 0.385735 0.247678 -0.385735 
1 1 0 -0.77 -0.77 6.28319 0 0 0 0 0.250167 0.389612 0.250167 -0.389612 
1 1 0 -0.76 -0.76 6.28319 0 0 0 0 0.252681 0.393528 0.252681 -0.393528 
1 1 0 -0.75 -0.75 6.28319 0 0 0 0 0.255221 0.397483 0.255221 -0.397483 
1 1 0 -0.74 -0.74 6.28319 0 0 0 0 0.257786 0.401478 0.257786 -0.401478 
1 1 0 -0.73 -0.73 6.28319 0 0 0 0 0.260377 0.405512 0.260377 -0.405512 
1 1 0 -0.72 -0.72 6.28319 0 0 0 0 0.262993 0.409588 0.262993 -0.409588 
1 1 0 -0.71 -0.71 6.28319 0 0 0 0 0.265637 0.413704 0.265637 -0.413704 
1 1 0 -0.7 -0.7 6.28319 0 0 0 0 0.268306 0.417862 0.268306 -0.417862 
1 1 0 -0.69 -0.69 6.28319 0 0 0 0 0.271003 0.422062 0.271003 -0.422062 
1 1 0 -0.68 -0.68 6.28319 0 0 0 0 0.273726 0.426304 0.273726 -0.426304 
